Year,OBJECTID,GEOID,Tract Label,Tract Name,Community Reporting Area Name,Community Reporting Area ID,Tract Median Apartment Contract Rent per Square Foot,Tract Median Apartment Contract Rent per Unit,Year over Year Change in Rent per Square Foot,Year over Year Change in Rent per Unit,Cost Category,Year over Year Change in Rent Category,Mixed-Rate or Mixed-Income Apartments in Tract,PROPERTIES,Shape__Area,Shape__Length
2001,151,53033007303,73.03,Census Tract 73.03,Cascade/Eastlake,11.3,0,0,0,0,0,0,0,0,337.459.639.306.641,79.848.635.220.016
2001,152,53033010002,100.02,Census Tract 100.02,North Beacon Hill/Jefferson Park,3.6,1.64,1018,512.820.512.820.512,516.528.925.619.835,Low,Stable,419,19,10.204.645.644.455,137.327.653.894.052
2001,153,53033011902,119.02,Census Tract 119.02,Rainier Beach,4.1,0,0,0,0,0,0,0,0,162.908.136.344.757,288.975.986.341.236
2001,154,53033011802,118.02,Census Tract 118.02,Rainier Beach,4.1,1.1,673,476.190.476.190.477,499.219.968.798.752,Low,Stable,67,3,123.230.567.394.714,172.015.467.858.114
2001,155,53033004703,47.03,Census Tract 47.03,Ballard,10.4,1.93,1079,489.130.434.782.608,516.569.200.779.727,Medium,Stable,408,51,130.309.181.381.531,187.188.593.915.212
2001,156,53033001000,10,Census Tract 10,Cedar Park/Meadowbrook,8.3,01.01,770,412.371.134.020.619,39.136.302.294.197,Low,Stable,122,5,102.702.716.852.112,131.470.305.998.084
2001,157,53033000403,04.03,Census Tract 4.03,Broadview/Bitter Lake,9.1,1.21,917,431.034.482.758.621,468.036.529.680.365,Low,Stable,409,11,788.118.592.349.243,140.970.266.947.453
2001,158,53033003201,32.01,Census Tract 32.01,Sunset Hill/Loyal Heights,10.3,2.15,1381,539.215.686.274.509,517.897.943.640.518,High,Stable,608,26,119.277.886.225.891,320.945.033.857.248
2001,159,53033004600,46,Census Tract 46,Green Lake,9.4,1.52,957,482.758.620.689.656,504.939.626.783.754,Low,Stable,65,7,278.293.687.579.956,255.142.239.990.877
2001,160,53033004702,47.02,Census Tract 47.02,Ballard,10.4,2.14,1288,541.871.921.182.268,514.285.714.285.714,High,Stable,403,36,2.867.507.734.375,695.644.967.487.604
2001,161,53033002700,27,Census Tract 27,Green Lake,9.4,1.36,992,542.635.658.914.729,519.618.239.660.657,Low,Stable,257,21,170.580.792.767.029,219.428.352.783.745
2001,162,53033001800,18,Census Tract 18,Licton Springs,9.2,1.41,993,522.388.059.701.491,519.067.796.610.169,Low,Stable,562,54,101.828.822.714.539,13.946.100.028.213
2001,163,53033005202,52.02,Census Tract 52.02,Wallingford,11.2,1.98,1156,531.914.893.617.022,518.653.321.201.092,Medium,Stable,710,40,286.519.363.619.995,784.530.321.659.896
2001,164,53033005303,53.03,Census Tract 53.03,University District,7.2,0,0,0,0,0,0,0,0,243.497.844.945.679,339.046.213.661.119
2001,165,53033004402,44.02,Census Tract 44.02,University District,7.2,02.06,1032,564.102.564.102.565,530.612.244.897.959,Medium,Stable,851,55,317.502.143.328.857,748.797.985.687.102
2001,166,53033004401,44.01,Census Tract 44.01,University District,7.2,2.24,1022,516.431.924.882.631,525.231.719.876.416,Medium,Stable,324,28,747.957.176.147.461,129.489.751.357.778
2001,167,53033005307,53.07,Census Tract 53.07,University District,7.2,2.25,951,514.018.691.588.784,53.156.146.179.402,Medium,Stable,348,18,139.952.647.988.892,475.885.069.026.771
2001,168,53033004101,41.01,Census Tract 41.01,Laurelhurst/Sand Point,7.5,1.42,927,597.014.925.373.133,546.075.085.324.232,Low,Stable,63,2,167.168.526.628.113,242.301.579.430.562
2001,169,53033005402,54.02,Census Tract 54.02,Fremont,11.1,2.11,1274,497.512.437.810.946,511.551.155.115.512,High,Stable,367,39,499.314.186.450.195,100.637.978.469.566
2001,170,53033007700,77,Census Tract 77,Central Area/Squire Park,5.3,2.37,1051,533.333.333.333.334,520.520.520.520.521,High,Stable,253,18,113.912.082.196.655,152.422.097.594.939
2001,171,53033007502,75.02,Census Tract 75.02,Capitol Hill,6.2,2.2,1309,526.315.789.473.686,522.508.038.585.209,High,Stable,901,57,340.050.355.529.785,740.362.929.266.713
2001,172,53033007600,76,Census Tract 76,Miller Park,6.4,02.09,1224,50.251.256.281.407,524.505.588.993.981,Medium,Stable,660,45,615.538.938.891.602,990.636.833.563.623
2001,173,53033010200,102,Census Tract 102,Seward Park,4.3,1.11,775,471.698.113.207.548,54.421.768.707.483,Low,Stable,76,4,301.290.792.078.857,334.394.693.972.433
2001,174,53033010401,104.01,Census Tract 104.01,Beacon Hill,3.5,0,0,0,0,0,0,0,0,17.543.421.029.068,173.429.302.013.933
2001,175,53033010402,104.02,Census Tract 104.02,Beacon Hill,3.5,0,0,0,0,0,0,0,0,187.596.928.948.212,189.250.430.066.197
2001,176,53033010501,105.01,Census Tract 105.01,West Seattle Junction/Genesee Hill,1.3,02.01,1429,523.560.209.424.083,515.084.621.044.886,High,Stable,287,12,798.674.671.530.151,124.900.968.039.152
2001,177,53033010102,101.02,Census Tract 101.02,Columbia City,4.2,0,0,0,0,0,0,0,0,173.146.100.391.541,22.274.170.768.035
2001,178,53033009802,98.02,Census Tract 98.02,West Seattle Junction/Genesee Hill,1.3,02.08,1230,505.050.505.050.506,521.813.515.825.492,Medium,Stable,189,17,992.751.052.307.129,129.827.549.339.758
2001,179,53033009000,90,Census Tract 90,Judkins Park,5.2,1.88,1250,502.793.296.089.385,521.885.521.885.522,Medium,Stable,194,14,921.217.319.689.941,143.191.029.916.181
2001,180,53033026400,264,Census Tract 264,South Park,3.1,0,0,0,0,0,0,0,0,461.382.048.629.761,576.340.767.367.231
2002,181,53033001201,12.01,Census Tract 12.01,Northgate/Maple Leaf,8.1,1.48,1056,-263.157.894.736.842,-267.281.105.990.783,Low,Decline,1209,21,10.851.861.641.449,158.997.733.430.541
2002,182,53033000404,04.04,Census Tract 4.04,Broadview/Bitter Lake,9.1,1.26,1020,-232.558.139.534.884,-211.132.437.619.962,Low,Decline,454,7,67.916.527.237.854,129.625.584.131.713
2002,183,53033004901,49.01,Census Tract 49.01,Fremont,11.1,1.75,1018,-223.463.687.150.838,-230.326.295.585.413,Medium,Decline,977,106,535.088.821.542.358,937.965.576.684.679
2002,184,53033003601,36.01,Census Tract 36.01,Green Lake,9.4,02.05,1168,-238.095.238.095.239,-242.272.347.535.505,Medium,Decline,418,35,725.587.906.799.316,118.942.888.948.854
2002,185,53033002800,28,Census Tract 28,Greenwood/Phinney Ridge,9.3,1.57,967,-1.875,-222.446.916.076.845,Low,Decline,302,32,106.371.518.217.773,13.201.311.297.987
2002,186,53033003100,31,Census Tract 31,Sunset Hill/Loyal Heights,10.3,1.3,892,-225.563.909.774.436,-262.008.733.624.454,Low,Decline,102,13,231.374.640.452.271,247.045.678.017.235
2002,187,53033006400,64,Census Tract 64,Miller Park,6.4,1.73,1460,-280.898.876.404.495,-266.666.666.666.667,High,Decline,103,5,972.635.190.356.445,131.867.701.844.683
2002,188,53033004301,43.01,Census Tract 43.01,Ravenna/Bryant,7.3,2.63,1662,-25.925.925.925.926,-235.017.626.321.974,High,Decline,69,8,105.397.805.728.455,17.192.703.749.828
2002,189,53033002500,25,Census Tract 25,Ravenna/Bryant,7.3,0,0,0,0,0,0,0,0,105.946.342.979.736,164.429.685.869.958
2002,190,53033002200,22,Census Tract 22,Wedgwood/View Ridge,7.4,1.88,1606,-259.067.357.512.954,-237.082.066.869.301,High,Decline,73,5,301.272.080.188.904,285.058.067.930.163
2002,191,53033004000,40,Census Tract 40,Laurelhurst/Sand Point,7.5,1.27,860,-305.343.511.450.382,-271.493.212.669.683,Low,Decline,54,2,26.374.983.680.542,275.600.138.429.836
2002,192,53033005804,58.04,Census Tract 58.04,Interbay,12.2,1.96,1300,-0.02,-218.209.179.834.462,High,Decline,572,34,251.240.627.388.306,486.682.722.430.527
2002,193,53033006800,68,Census Tract 68,Queen Anne,12.3,2.45,1628,-239.043.824.701.194,-233.953.209.358.128,High,Decline,234,23,772.925.027.154.541,112.753.773.479.613
2002,194,53033008102,81.02,Census Tract 81.02,Downtown Commercial Core,13.2,3.22,2822,-242.424.242.424.241,-252.158.894.645.941,High,Decline,173,5,598.781.208.642.578,143.399.950.294.181
2002,195,53033008101,81.01,Census Tract 81.01,Downtown Commercial Core,13.2,1.59,1393,-59.171.597.633.136,-568.720.379.146.919,Medium,Decline,885,5,299.216.547.857.666,114.271.467.556.707
2002,196,53033007902,79.02,Census Tract 79.02,Central Area/Squire Park,5.3,1.85,1264,-263.157.894.736.841,-239.382.239.382.239,Medium,Decline,176,13,464.163.780.010.986,971.512.087.740.264
2002,197,53033007302,73.02,Census Tract 73.02,Cascade/Eastlake,11.3,2.59,2098,-18.939.393.939.394,-187.090.739.008.419,High,Decline,663,4,336.876.926.522.827,780.242.635.391.176
2002,198,53033007101,71.01,Census Tract 71.01,Queen Anne,12.3,2.21,1462,-221.238.938.053.097,-246.831.220.813.876,High,Decline,388,14,532.847.460.678.101,900.494.722.654.019
2002,199,53033009300,93,Census Tract 93,Duwamish/SODO,3.3,2,1448,-243.902.439.024.389,-249.158.249.158.249,High,Decline,261,10,102.171.584.839.813,539.463.734.519.274
2002,200,53033010502,105.02,Census Tract 105.02,West Seattle Junction/Genesee Hill,1.3,1.74,1146,-224.719.101.123.596,-263.381.478.334.749,Medium,Decline,464,23,105.043.513.417.664,145.461.362.419.116
2002,201,53033010001,100.01,Census Tract 100.01,North Beacon Hill/Jefferson Park,3.6,1.82,1157,-267.379.679.144.385,-236.286.919.831.224,Medium,Decline,187,15,250.524.746.053.925,256.289.245.317.132
2002,202,53033009801,98.01,Census Tract 98.01,West Seattle Junction/Genesee Hill,1.3,2,1341,-196.078.431.372.549,-23.306.627.822.287,High,Decline,219,19,108.142.489.397.583,132.915.490.832.838
2002,203,53033008900,89,Census Tract 89,Madrona/Leschi,5.1,2.15,1479,-227.272.727.272.728,-237.623.762.376.238,High,Decline,234,15,13.690.717.169.342,193.287.463.975.703
2002,204,53033026300,263,Census Tract 263,Rainier Beach,4.1,0,0,0,0,0,0,0,0,3.072.463.331.604,954.048.024.444.965
2002,205,53033012000,120,Census Tract 120,Arbor Heights,1.1,0,0,0,0,0,0,0,0,155.609.904.431.915,16.787.974.281.693
2002,206,53033011101,111.01,Census Tract 111.01,Columbia City,4.2,1.8,1189,-27.027.027.027.027,-238.095.238.095.238,Medium,Decline,170,13,122.367.180.846.863,155.520.743.493.747
2002,207,53033011001,110.01,Census Tract 110.01,South Beacon Hill/NewHolly,3.4,0,0,0,0,0,0,0,0,116.290.410.737,162.873.553.131.872
2002,208,53033010800,108,Census Tract 108,Riverview,2.3,0,0,0,0,0,0,0,0,440.874.452.204.437,390.193.474.976.913
2002,209,53033000800,8,Census Tract 8,Cedar Park/Meadowbrook,8.3,0,0,0,0,0,0,0,0,122.908.100.239.868,153.120.874.645.944
2002,210,53033003400,34,Census Tract 34,Greenwood/Phinney Ridge,9.3,1.11,685,-26.315.789.473.684,-269.886.363.636.364,Low,Decline,93,9,847.247.171.472.168,12.629.322.933.575
2002,211,53033005306,53.06,Census Tract 53.06,University District,7.2,1.82,1006,-267.379.679.144.385,-233.009.708.737.864,Medium,Decline,435,16,215.790.605.789.185,595.487.262.312.138
2002,212,53033004302,43.02,Census Tract 43.02,Ravenna/Bryant,7.3,2.17,1318,-269.058.295.964.126,-265.878.877.400.295,High,Decline,981,60,35.641.156.701.355,798.727.441.919.544
2002,213,53033002400,24,Census Tract 24,Wedgwood/View Ridge,7.4,0,0,0,0,0,0,0,0,103.599.197.832.642,131.517.125.244.876
2002,214,53033004102,41.02,Census Tract 41.02,Laurelhurst/Sand Point,7.5,1.56,1105,-126.582.278.481.013,-160.284.951.024.043,Medium,Decline,224,7,179.339.272.689.209,233.508.002.922.279
2002,215,53033005600,56,Census Tract 56,Magnolia,12.1,0,0,0,0,0,0,0,0,320.450.561.363.831,299.435.055.294.428
2002,216,53033006703,67.03,Census Tract 67.03,Queen Anne,12.3,1.28,988,-229.007.633.587.786,-227.497.527.200.791,Low,Decline,613,36,642.717.188.375.854,108.464.930.444.777
2002,217,53033006100,61,Census Tract 61,Montlake/Portage Bay,7.1,2.12,1223,-230.414.746.543.778,-239.425.379.090.184,High,Decline,996,81,119.591.937.410.278,214.772.648.301.767
2002,218,53033005700,57,Census Tract 57,Magnolia,12.1,1.49,1116,-261.437.908.496.732,-261.780.104.712.042,Medium,Decline,352,28,533.055.844.251.709,445.065.655.358.236
2002,219,53033005901,59.01,Census Tract 59.01,Queen Anne,12.3,1.59,979,-647.058.823.529.411,-604.606.525.911.708,Low,Decline,389,29,844.908.671.850.586,190.752.924.234.318
2002,220,53033008401,84.01,Census Tract 84.01,Capitol Hill,6.2,2.32,1496,-252.100.840.336.135,-247.718.383.311.604,High,Decline,777,18,270.076.660.922.241,927.581.826.751.285
2002,221,53033008300,83,Census Tract 83,First Hill,6.1,1.85,1277,-211.640.211.640.211,-229.533.282.325.937,Medium,Decline,943,13,256.127.649.777.222,863.213.489.440.587
2002,222,53033007501,75.01,Census Tract 75.01,Capitol Hill,6.2,02.05,1168,-191.387.559.808.613,-234.113.712.374.582,Medium,Decline,1454,82,321.051.993.661.499,721.962.364.175.991
2002,223,53033009702,97.02,Census Tract 97.02,West Seattle Junction/Genesee Hill,1.3,1.66,1073,-292.397.660.818.714,-263.157.894.736.842,Medium,Decline,105,7,238.999.074.262.695,282.587.625.684.306
2002,224,53033008800,88,Census Tract 88,Central Area/Squire Park,5.3,2.14,1377,-228.310.502.283.104,-234.042.553.191.489,High,Decline,230,27,102.100.388.581.238,132.025.268.569.703
2002,225,53033008500,85,Census Tract 85,First Hill,6.1,2.3,1530,-21.276.595.744.681,-217.391.304.347.826,High,Decline,884,18,48.541.213.192.749,902.558.161.466.663
2002,226,53033026500,265,Census Tract 265,Highland Park,2.5,0,0,0,0,0,0,0,0,461.767.548.258.972,112.349.647.811.896
2002,227,53033011601,116.01,Census Tract 116.01,Fauntleroy/Seaview,1.2,01.02,712,-285.714.285.714.286,-259.917.920.656.635,Low,Decline,80,6,167.108.428.944.397,200.119.659.924.997
2002,228,53033011300,113,Census Tract 113,Highland Park,2.5,0.99,805,-0.01,-494.437.577.255.871,Low,Decline,328,16,372.606.829.683.075,271.841.613.850.878
2002,229,53033011500,115,Census Tract 115,Roxhill/Westwood,2.4,1.28,903,-229.007.633.587.786,-248.380.129.589.633,Low,Decline,240,12,165.586.527.529.297,198.873.089.363.241
2002,230,53033010601,106.01,Census Tract 106.01,Fauntleroy/Seaview,1.2,1.65,1011,-236.686.390.532.545,-250.723.240.115.718,Medium,Decline,375,24,11.724.162.319.458,144.588.370.353.337
2002,231,53033001202,12.02,Census Tract 12.02,Northgate/Maple Leaf,8.1,1.83,1349,-26.595.744.680.851,-238.784.370.477.569,High,Decline,422,9,884.114.588.363.647,133.249.900.925.288
2002,232,53033000102,01.02,Census Tract 1.02,Cedar Park/Meadowbrook,8.3,1.5,1060,-322.580.645.161.291,-310.786.106.032.907,Low,Decline,519,13,154.468.214.830.017,195.523.623.304.664
2002,233,53033004701,47.01,Census Tract 47.01,Ballard,10.4,1.94,1355,-251.256.281.407.035,-237.752.161.383.285,High,Decline,611,47,603.602.832.614.136,135.390.476.262.898
2002,234,53033004500,45,Census Tract 45,Wallingford,11.2,0,0,0,0,0,0,0,0,72.221.098.883.667,110.183.020.934.985
2002,235,53033002900,29,Census Tract 29,Greenwood/Phinney Ridge,9.3,1.49,1074,-261.437.908.496.732,-245.231.607.629.428,Medium,Decline,241,23,106.147.911.058.044,133.663.196.709.081
2002,236,53033004201,42.01,Census Tract 42.01,Ravenna/Bryant,7.3,1.29,1155,-300.751.879.699.248,-261.382.799.325.464,Low,Decline,178,10,133.906.642.680.969,182.861.439.211.159
2002,237,53033007403,74.03,Census Tract 74.03,Capitol Hill,6.2,1.92,1156,-253.807.106.598.985,-244.725.738.396.624,Medium,Decline,995,49,12.760.890.690.918,522.749.528.678.734
2002,238,53033007002,70.02,Census Tract 70.02,Queen Anne,12.3,1.91,1229,-205.128.205.128.205,-230.524.642.289.348,Medium,Decline,1561,76,474.686.984.552.002,949.079.905.735.624
2002,239,53033005803,58.03,Census Tract 58.03,Interbay,12.2,1.35,988,-145.985.401.459.854,-178.926.441.351.889,Low,Decline,323,29,895.617.342.456.055,171.291.988.103.483
2002,240,53033005902,59.02,Census Tract 59.02,Queen Anne,12.3,1.43,1096,-205.479.452.054.795,-257.777.777.777.778,Low,Decline,111,11,11.010.649.894.989,151.842.205.727.179
2002,241,53033004902,49.02,Census Tract 49.02,Fremont,11.1,1.97,1145,-199.004.975.124.377,-23.037.542.662.116,Medium,Decline,733,64,64.482.623.397.522,108.017.314.915.315
2002,242,53033005801,58.01,Census Tract 58.01,Interbay,12.2,1.43,1247,-40.268.456.375.839,-378.086.419.753.086,Medium,Decline,1036,43,196.184.242.433.472,255.000.139.546.944
2002,243,53033007406,74.06,Census Tract 74.06,Capitol Hill,6.2,1.98,1023,-198.019.801.980.198,-219.885.277.246.654,Medium,Decline,1078,41,162.344.382.748.413,676.447.724.113.477
2002,244,53033007405,74.05,Census Tract 74.05,Capitol Hill,6.2,1.94,1056,-251.256.281.407.035,-25.830.258.302.583,Medium,Decline,1279,47,141.897.404.168.701,501.279.869.002.574
2002,245,53033009701,97.01,Census Tract 97.01,Alki/Admiral,1.4,1.46,1233,-201.342.281.879.195,-25.296.442.687.747,Medium,Decline,395,35,192.911.721.184.692,29.764.000.341.636
2002,246,53033009600,96,Census Tract 96,Alki/Admiral,1.4,1.38,1115,-212.765.957.446.809,-236.427.320.490.368,Low,Decline,432,32,197.415.016.534.882,207.454.059.998.832
2002,247,53033008700,87,Census Tract 87,Central Area/Squire Park,5.3,1.84,1066,-160.427.807.486.631,-193.192.272.309.108,Medium,Decline,495,40,78.830.131.696.167,114.323.842.123.557
2002,248,53033011402,114.02,Census Tract 114.02,Roxhill/Westwood,2.4,1.59,948,-245.398.773.006.134,-21.671.826.625.387,Low,Decline,405,23,127.792.778.645.477,17.351.055.007.292
2002,249,53033011200,112,Census Tract 112,South Park,3.1,0.91,554,-108.695.652.173.913,-159.857.904.085.258,Low,Decline,175,15,264.638.900.310.974,270.023.375.751.905
2002,250,53033010900,109,Census Tract 109,Georgetown,3.2,1.71,859,-172.413.793.103.448,-17.162.471.395.881,Low,Decline,137,13,516.771.227.107.849,449.787.538.438.156
2002,251,53033011002,110.02,Census Tract 110.02,South Beacon Hill/NewHolly,3.4,0,0,0,0,0,0,0,0,185.089.084.571.838,225.111.267.649.617
2002,252,53033011102,111.02,Census Tract 111.02,Seward Park,4.3,01.02,689,-285.714.285.714.286,-254.596.888.260.255,Low,Decline,429,19,139.700.266.890.106,204.111.700.649.139
2002,253,53033010702,107.02,Census Tract 107.02,High Point,2.2,0,0,0,0,0,0,0,0,839.692.679.307.556,149.359.302.412.484
2002,254,53033001100,11,Census Tract 11,Olympic Hills/Victory Heights,8.2,0.9,683,-217.391.304.347.826,-228.898.426.323.319,Low,Decline,188,11,114.163.995.888.062,141.591.273.465.597
2002,255,53033000700,7,Census Tract 7,Olympic Hills/Victory Heights,8.2,1.32,939,-222.222.222.222.222,-239.085.239.085.239,Low,Decline,810,54,139.322.423.934.631,161.340.299.149.422
2002,256,53033000202,02.02,Census Tract 2.02,Olympic Hills/Victory Heights,8.2,1.15,915,-254.237.288.135.593,-286.624.203.821.656,Low,Decline,187,6,159.301.184.908.752,172.858.273.694.368
2002,257,53033000101,01.01,Census Tract 1.01,Cedar Park/Meadowbrook,8.3,1.21,864,-241.935.483.870.968,-292.134.831.460.674,Low,Decline,937,33,446.505.888.146.973,866.207.421.505.589
2002,258,53033003301,33.01,Census Tract 33.01,Whittier Heights,10.2,1.8,1098,-217.391.304.347.826,-24,Medium,Decline,525,58,720.285.849.346.924,111.771.813.262.219
2002,259,53033003602,36.02,Census Tract 36.02,Green Lake,9.4,02.06,1202,-236.966.824.644.549,-227.642.276.422.764,High,Decline,540,40,562.188.608.477.783,114.710.943.824.279
2002,260,53033001900,19,Census Tract 19,Northgate/Maple Leaf,8.1,1.71,1261,-228.571.428.571.429,-224.806.201.550.388,Medium,Decline,129,8,179.451.715.240.173,189.484.812.689.278
2002,261,53033001702,17.02,Census Tract 17.02,Greenwood/Phinney Ridge,9.3,1.74,1220,-169.491.525.423.729,-192.926.045.016.077,Medium,Decline,322,20,137.792.757.612.915,174.764.075.143.324
2002,262,53033006500,65,Census Tract 65,North Capitol Hill,6.3,1.84,1222,-264.550.264.550.264,-23.961.661.341.853,Medium,Decline,940,73,123.522.577.561.951,179.215.013.322.026
2002,263,53033006200,62,Census Tract 62,Montlake/Portage Bay,7.1,0,0,0,0,0,0,0,0,246.106.197.424.011,400.105.992.573.485
2002,264,53033005305,53.05,Census Tract 53.05,University District,7.2,1.93,941,-252.525.252.525.253,-25.879.917.184.265,Medium,Decline,1161,46,229.223.661.618.042,604.860.922.233.999
2002,265,53033002600,26,Census Tract 26,Ravenna/Bryant,7.3,02.02,1256,-288.461.538.461.539,-248.447.204.968.944,High,Decline,191,5,133.980.401.758.728,15.933.937.900.155
2002,266,53033002000,20,Census Tract 20,Northgate/Maple Leaf,8.1,1.35,1000,-287.769.784.172.661,-253.411.306.042.885,Low,Decline,206,9,121.838.788.231.506,155.095.457.092.747
2002,267,53033006300,63,Census Tract 63,Madison Park,6.5,1.46,1113,-266.666.666.666.667,-26.246.719.160.105,Medium,Decline,578,20,277.503.333.955.383,362.858.489.218.384
2002,268,53033006600,66,Census Tract 66,Cascade/Eastlake,11.3,1.79,1192,-218.579.234.972.678,-237.510.237.510.237,Medium,Decline,1160,80,111.102.968.534.851,219.951.062.951.424
2002,269,53033006900,69,Census Tract 69,Queen Anne,12.3,1.56,1024,-25,-256.898.192.197.907,Low,Decline,468,34,974.217.664.987.183,156.665.439.544.695
